"","sample_year","cruise_id","event_code","station_id","master_station_name","gear","gear_performance","tow_type","nbs_strata","oceanographic_domain","large_marine_ecosystem","region","eq_time","eq_latitude","eq_longitude","gear_in_time","gear_in_latitude","gear_in_longitude","gear_out_time","gear_out_latitude","gear_out_longitude","haulback_time","haulback_latitude","haulback_longitude","effort","effort_units","tow_duration","species_tsn","common_name","scientific_name","lhs_code","total_catch_number","total_catch_weight"
"32",2003,"SS0301",3,20030101044,"55.25-165","CAN","S","S",0,4,"Bering Sea","SEBS",2003-09-04 18:10:00,55.2382,-164.992,NA,NA,NA,NA,NA,NA,2003-09-04 18:40:00,55.278,-165.016,0.285,"km2",30,NA,NA,NA,NA,NA,NA
"33",2003,"SS0301",3,20030101045,"55.5-165","CAN","S","S",0,4,"Bering Sea","SEBS",2003-09-04 20:28:00,55.4873,-164.9948,NA,NA,NA,NA,NA,NA,2003-09-04 20:58:00,55.529,-165.0137,0.2959,"km2",30,NA,NA,NA,NA,NA,NA
"34",2003,"SS0301",3,20030101046,"55.75-165","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-04 22:54:00,55.737,-164.9998,NA,NA,NA,NA,NA,NA,2003-09-04 23:24:00,55.7775,-164.9972,0.2752,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",169,924
"35",2003,"SS0301",3,20030101047,"56-165","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-05 01:15:00,55.9815,-164.9918,NA,NA,NA,NA,NA,NA,2003-09-05 01:45:00,56.0193,-165.0063,0.2594,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",57,190
"36",2003,"SS0301",3,20030101048,"56.25-165","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-05 03:45:00,56.2272,-164.9938,NA,NA,NA,NA,NA,NA,2003-09-05 04:15:00,56.2638,-165.0032,0.2428,"km2",30,NA,NA,NA,NA,NA,NA
"37",2003,"SS0301",3,20030101049,"56.5-165","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-05 15:37:00,56.4712,-165.0052,NA,NA,NA,NA,NA,NA,2003-09-05 16:07:00,56.5065,-164.9993,0.2401,"km2",30,NA,NA,NA,NA,NA,NA
"38",2003,"SS0301",3,20030101050,"56.75-165","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-05 18:17:00,56.7312,-165.007,NA,NA,NA,NA,NA,NA,2003-09-05 18:47:00,56.7657,-164.9963,0.2348,"km2",30,NA,NA,NA,NA,NA,NA
"39",2003,"SS0301",3,20030101051,"57-165","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-05 20:45:00,56.9895,-164.997,NA,NA,NA,NA,NA,NA,2003-09-05 21:15:00,57.0305,-165.0108,0.2865,"km2",30,NA,NA,NA,NA,NA,NA
"40",2003,"SS0301",3,20030101052,"57.25-165","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-05 23:09:00,57.2382,-164.993,NA,NA,NA,NA,NA,NA,2003-09-05 23:39:00,57.2782,-165.0138,0.2924,"km2",30,NA,NA,NA,NA,NA,NA
"41",2003,"SS0301",3,20030101053,"57.5-165","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-06 01:45:00,57.4832,-164.9925,NA,NA,NA,NA,NA,NA,2003-09-06 02:15:00,57.5183,-165.003,0.2458,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",14,63
"42",2003,"SS0301",3,20030101054,"57.75-165","CAN","S","S",0,1,"Bering Sea","SEBS",2003-09-06 04:12:00,57.7302,-164.9835,NA,NA,NA,NA,NA,NA,2003-09-06 04:42:00,57.7607,-165.0063,0.217,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",10,18
"43",2003,"SS0301",3,20030101055,"58-165","CAN","S","S",0,1,"Bering Sea","SEBS",2003-09-06 15:33:00,57.9828,-164.9985,NA,NA,NA,NA,NA,NA,2003-09-06 16:03:00,58.0202,-164.9975,0.251,"km2",30,NA,NA,NA,NA,NA,NA
"44",2003,"SS0301",3,20030101056,"58.25-165","CAN","S","S",0,1,"Bering Sea","SEBS",2003-09-06 17:57:00,58.2315,-165.0022,NA,NA,NA,NA,NA,NA,2003-09-06 18:27:00,58.2663,-165.0032,0.2399,"km2",30,NA,NA,NA,NA,NA,NA
"45",2003,"SS0301",3,20030101057,"58.5-165","CAN","S","S",0,1,"Bering Sea","SEBS",2003-09-06 20:19:00,58.4828,-164.9945,NA,NA,NA,NA,NA,NA,2003-09-06 20:49:00,58.5215,-165.009,0.2775,"km2",30,NA,NA,NA,NA,NA,NA
"46",2003,"SS0301",3,20030101075,"55.5-164","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-09 23:26:00,55.5272,-164.0045,NA,NA,NA,NA,NA,NA,2003-09-09 23:56:00,55.4912,-163.9932,0.2305,"km2",30,NA,NA,NA,NA,NA,NA
"47",2003,"SS0301",3,20030101076,"55.25-164","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-10 01:55:00,55.2765,-164.0078,NA,NA,NA,NA,NA,NA,2003-09-10 02:25:00,55.2412,-163.9955,0.2364,"km2",30,NA,NA,NA,NA,NA,NA
"48",2003,"SS0301",3,20030101077,"55.5-163","CAN","S","S",0,1,"Bering Sea","SEBS",2003-09-10 16:00:00,55.3965,-163.0038,NA,NA,NA,NA,NA,NA,2003-09-10 16:30:00,55.3587,-162.9972,0.2201,"km2",30,NA,NA,NA,NA,NA,NA
"49",2003,"SS0301",3,20030101078,"55.75-163","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-10 20:44:00,55.7728,-163.0175,NA,NA,NA,NA,NA,NA,2003-09-10 21:14:00,55.7347,-162.995,0.2702,"km2",30,NA,NA,NA,NA,NA,NA
"50",2003,"SS0301",3,20030101079,"56-163","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-11 00:46:00,56.0203,-163.0155,NA,NA,NA,NA,NA,NA,2003-09-11 01:16:00,55.9842,-162.986,0.2583,"km2",30,NA,NA,NA,NA,NA,NA
"51",2003,"SS0301",3,20030101080,"56.25-163","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-11 03:29:00,56.2398,-162.9937,NA,NA,NA,NA,NA,NA,2003-09-11 03:59:00,56.2788,-163.0087,0.2757,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",9,NA
"52",2003,"SS0301",3,20030101081,"56.5-163","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-11 16:09:00,56.4827,-162.9917,NA,NA,NA,NA,NA,NA,2003-09-11 16:39:00,56.5227,-163.0088,0.2791,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",1,7
"53",2003,"SS0301",3,20030101082,"56.75-163","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-11 18:35:00,56.7348,-162.9937,NA,NA,NA,NA,NA,NA,2003-09-11 19:05:00,56.7718,-163.0093,0.2657,"km2",30,NA,NA,NA,NA,NA,NA
"54",2003,"SS0301",3,20030101083,"57-163","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-11 20:57:00,56.9797,-162.9973,NA,NA,NA,NA,NA,NA,2003-09-11 21:27:00,57.0153,-163.0045,0.2527,"km2",30,NA,NA,NA,NA,NA,NA
"55",2003,"SS0301",3,20030101084,"57.25-163","CAN","S","S",0,1,"Bering Sea","SEBS",2003-09-11 23:19:00,57.2318,-162.998,NA,NA,NA,NA,NA,NA,2003-09-11 23:49:00,57.2673,-163.0065,0.246,"km2",30,NA,NA,NA,NA,NA,NA
"56",2003,"SS0301",3,20030101085,"57.5-163","CAN","S","S",0,1,"Bering Sea","SEBS",2003-09-12 01:42:00,57.4803,-162.9982,NA,NA,NA,NA,NA,NA,2003-09-12 02:12:00,57.5188,-163.0012,0.2696,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A1+",1,191
"57",2003,"SS0301",3,20030101005,"64-167","CAN","S","S",8,1,"Bering Sea","NBS",2003-08-22 20:28:00,63.97,-166.9988,NA,NA,NA,NA,NA,NA,2003-08-22 20:58:00,64.0075,-166.9982,0.2745,"km2",30,NA,NA,NA,NA,NA,NA
"58",2003,"SS0301",3,20030101006,"64-167.5","CAN","S","S",8,1,"Bering Sea","NBS",2003-08-22 23:05:00,63.987,-167.4942,NA,NA,NA,NA,NA,NA,2003-08-22 23:35:00,64.0288,-167.5118,0.2938,"km2",30,NA,NA,NA,NA,NA,NA
"59",2003,"SS0301",3,20030101007,"64-168","CAN","S","S",8,1,"Bering Sea","NBS",2003-08-23 01:49:00,63.9808,-168.0103,NA,NA,NA,NA,NA,NA,2003-08-23 02:19:00,64.0197,-167.9845,0.2966,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",5,NA
"60",2003,"SS0301",3,20030101008,"64-168.5","CAN","S","S",9,1,"Bering Sea","NBS",2003-08-23 04:48:00,63.9633,-168.5303,NA,NA,NA,NA,NA,NA,2003-08-23 05:18:00,64.0013,-168.4958,0.2845,"km2",30,NA,NA,NA,NA,NA,NA
"61",2003,"SS0301",3,20030101009,"64-170","CAN","S","S",9,1,"Bering Sea","NBS",2003-08-23 15:26:00,63.9847,-170.0112,NA,NA,NA,NA,NA,NA,2003-08-23 15:56:00,64.0203,-169.9785,0.2825,"km2",30,NA,NA,NA,NA,NA,NA
"62",2003,"SS0301",3,20030101010,"64-170.5","CAN","S","S",9,1,"Bering Sea","NBS",2003-08-23 17:55:00,64.0037,-170.4455,NA,NA,NA,NA,NA,NA,2003-08-23 18:25:00,63.9985,-170.5307,0.2607,"km2",30,NA,NA,NA,NA,NA,NA
"63",2003,"SS0301",3,20030101011,"64-171","CAN","S","S",9,1,"Bering Sea","NBS",2003-08-23 20:07:00,64.0063,-170.948,NA,NA,NA,NA,NA,NA,2003-08-23 20:37:00,63.9938,-171.035,0.2775,"km2",30,NA,NA,NA,NA,NA,NA
"64",2003,"SS0301",3,20030101012,"64-171.5","CAN","S","S",12,1,"Bering Sea","NBS",2003-08-23 22:21:00,64.0442,-171.425,NA,NA,NA,NA,NA,NA,2003-08-23 22:51:00,64.0367,-171.5097,0.2692,"km2",30,NA,NA,NA,NA,NA,NA
"65",2003,"SS0301",3,20030101013,"65-169.5","CAN","S","S",11,1,"Bering Sea","NBS",2003-08-24 15:14:00,65.0205,-169.4775,NA,NA,NA,NA,NA,NA,2003-08-24 15:44:00,64.9882,-169.5145,0.2612,"km2",30,NA,NA,NA,NA,NA,NA
"66",2003,"SS0301",3,20030101014,"65-169","CAN","S","S",11,1,"Bering Sea","NBS",2003-08-24 18:08:00,65.03,-168.9798,NA,NA,NA,NA,NA,NA,2003-08-24 18:38:00,64.997,-169.0025,0.2376,"km2",30,NA,NA,NA,NA,NA,NA
"67",2003,"SS0301",3,20030101015,"65-168.5","CAN","S","S",11,1,"Bering Sea","NBS",2003-08-24 20:35:00,65.0233,-168.6558,NA,NA,NA,NA,NA,NA,2003-08-24 21:05:00,64.9898,-168.6743,0.2378,"km2",30,NA,NA,NA,NA,NA,NA
"68",2003,"SS0301",3,20030101016,"65-167.5","CAN","S","S",11,1,"Bering Sea","NBS",2003-08-25 02:38:00,65.2262,-167.6765,NA,NA,NA,NA,NA,NA,2003-08-25 03:08:00,65.2318,-167.7772,0.3116,"km2",30,NA,NA,NA,NA,NA,NA
"69",2003,"SS0301",3,20030101114,"59-170","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-26 00:12:00,59.0253,-169.994,NA,NA,NA,NA,NA,NA,2003-09-26 00:42:00,58.9893,-170.0023,0.1917,"km2",30,NA,NA,NA,NA,NA,NA
"70",2003,"SS0301",3,20030101115,"59-169.5","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-26 03:14:00,59.0313,-169.4962,NA,NA,NA,NA,NA,NA,2003-09-26 03:44:00,58.9977,-169.498,0.1763,"km2",30,NA,NA,NA,NA,NA,NA
"71",2003,"SS0301",3,20030101116,"59-169","CAN","S","S",0,2,"Bering Sea","SEBS",2003-09-26 16:42:00,59.0023,-169.0325,NA,NA,NA,NA,NA,NA,2003-09-26 17:14:00,58.999,-168.9538,0.2481,"km2",32,NA,NA,NA,NA,NA,NA
"72",2003,"SS0301",3,20030101117,"59-168.5","CAN","S","S",0,1,"Bering Sea","SEBS",2003-09-26 19:06:00,59.0013,-168.53,NA,NA,NA,NA,NA,NA,2003-09-26 19:36:00,58.9972,-168.4598,0.2146,"km2",30,NA,NA,NA,NA,NA,NA
"73",2003,"SS0301",3,20030101118,"59-168","CAN","S","S",0,1,"Bering Sea","SEBS",2003-09-26 21:36:00,59.0017,-168.0433,NA,NA,NA,NA,NA,NA,2003-09-26 22:06:00,58.9995,-167.982,0.1912,"km2",30,NA,NA,NA,NA,NA,NA
"74",2003,"SS0301",3,20030101119,"59-167.5","CAN","S","S",0,1,"Bering Sea","SEBS",2003-09-27 00:12:00,59.0032,-167.5302,NA,NA,NA,NA,NA,NA,2003-09-27 00:42:00,58.9992,-167.4725,0.1762,"km2",30,NA,NA,NA,NA,NA,NA
"75",2003,"SS0301",3,20030101120,"59-167","CAN","S","S",0,1,"Bering Sea","SEBS",2003-09-27 02:42:00,59.0052,-167.0313,NA,NA,NA,NA,NA,NA,2003-09-27 03:12:00,58.9987,-166.9672,0.2087,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",1,16
"76",2003,"SS0301",3,20030101121,"60-168","CAN","S","S",1,1,"Bering Sea","NBS",2003-09-27 16:41:00,60.0095,-168.05,NA,NA,NA,NA,NA,NA,2003-09-27 17:11:00,60.0107,-168.1133,0.1945,"km2",30,NA,NA,NA,NA,NA,NA
"77",2003,"SS0301",3,20030101122,"60-168.5","CAN","S","S",2,1,"Bering Sea","NBS",2003-09-27 19:06:00,60.0015,-168.4582,NA,NA,NA,NA,NA,NA,2003-09-27 19:36:00,59.9965,-168.5225,0.1985,"km2",30,NA,NA,NA,NA,NA,NA
"78",2003,"SS0301",3,20030101123,"60-169","CAN","S","S",2,1,"Bering Sea","NBS",2003-09-27 21:36:00,60.0028,-168.9637,NA,NA,NA,NA,NA,NA,2003-09-27 22:06:00,59.9948,-169.036,0.2206,"km2",30,NA,NA,NA,NA,NA,NA
"79",2003,"SS0301",3,20030101124,"60-169.5","CAN","S","S",2,1,"Bering Sea","NBS",2003-09-27 23:56:00,60.008,-169.4738,NA,NA,NA,NA,NA,NA,2003-09-28 00:26:00,59.9883,-169.5468,0.2522,"km2",30,NA,NA,NA,NA,NA,NA
"80",2003,"SS0301",3,20030101125,"60-170","CAN","S","S",2,2,"Bering Sea","NBS",2003-09-28 02:17:00,60.0113,-169.971,NA,NA,NA,NA,NA,NA,2003-09-28 02:47:00,59.9933,-170.0358,0.2261,"km2",30,NA,NA,NA,NA,NA,NA
"81",2003,"SS0301",3,20030101126,"60-170.5","CAN","S","S",2,2,"Bering Sea","NBS",2003-09-28 16:52:00,60.0233,-170.4842,NA,NA,NA,NA,NA,NA,2003-09-28 17:22:00,59.9925,-170.5057,0.193,"km2",30,NA,NA,NA,NA,NA,NA
"82",2003,"SS0301",3,20030101127,"61-171.5","CAN","S","S",12,2,"Bering Sea","NBS",2003-10-02 17:17:00,61.0128,-171.5545,NA,NA,NA,NA,NA,NA,2003-10-02 17:47:00,60.9978,-171.5007,0.1829,"km2",30,NA,NA,NA,NA,NA,NA
"83",2003,"SS0301",3,20030101128,"61-171","CAN","S","S",2,2,"Bering Sea","NBS",2003-10-02 19:50:00,61.0202,-171.0442,NA,NA,NA,NA,NA,NA,2003-10-02 20:20:00,61.0022,-170.9937,0.1841,"km2",30,NA,NA,NA,NA,NA,NA
"84",2003,"SS0301",3,20030101129,"61-170.5","CAN","S","S",2,1,"Bering Sea","NBS",2003-10-02 22:17:00,61.0205,-170.5337,NA,NA,NA,NA,NA,NA,2003-10-02 22:47:00,60.9965,-170.4813,0.2139,"km2",30,NA,NA,NA,NA,NA,NA
"85",2003,"SS0301",3,20030101130,"61-170","CAN","S","S",2,1,"Bering Sea","NBS",2003-10-03 00:36:00,61.011,-170.0357,NA,NA,NA,NA,NA,NA,2003-10-03 01:06:00,60.9895,-169.9695,0.2365,"km2",30,NA,NA,NA,NA,NA,NA
"86",2003,"SS0301",3,20030101131,"61-169.5","CAN","S","S",2,1,"Bering Sea","NBS",2003-10-03 03:01:00,61.0092,-169.5353,NA,NA,NA,NA,NA,NA,2003-10-03 03:31:00,60.9955,-169.4685,0.2209,"km2",30,NA,NA,NA,NA,NA,NA
"87",2003,"SS0301",3,20030101132,"61-169","CAN","S","S",2,1,"Bering Sea","NBS",2003-10-03 17:12:00,61.0022,-169.0448,NA,NA,NA,NA,NA,NA,2003-10-03 17:42:00,61.0008,-168.9852,0.1741,"km2",30,NA,NA,NA,NA,NA,NA
"88",2003,"SS0301",3,20030101133,"61-168.5","CAN","S","S",2,1,"Bering Sea","NBS",2003-10-03 19:35:00,61.0022,-168.543,NA,NA,NA,NA,NA,NA,2003-10-03 20:05:00,61.0015,-168.478,0.1923,"km2",30,NA,NA,NA,NA,NA,NA
"89",2003,"SS0301",3,20030101134,"61-168","CAN","S","S",1,1,"Bering Sea","NBS",2003-10-03 21:50:00,61.005,-168.04,NA,NA,NA,NA,NA,NA,2003-10-03 22:20:00,61.0038,-167.9592,0.2407,"km2",30,NA,NA,NA,NA,NA,NA
"90",2003,"SS0301",3,20030101135,"61-167.5","CAN","S","S",1,1,"Bering Sea","NBS",2003-10-03 23:56:00,61.0018,-167.523,NA,NA,NA,NA,NA,NA,2003-10-04 00:26:00,61,-167.4323,0.2685,"km2",30,NA,NA,NA,NA,NA,NA
"91",2003,"SS0301",3,20030101136,"61-167","CAN","S","S",1,1,"Bering Sea","NBS",2003-10-04 02:40:00,61.0027,-167.0375,NA,NA,NA,NA,NA,NA,2003-10-04 03:10:00,61.0013,-166.9597,0.2257,"km2",30,NA,NA,NA,NA,NA,NA
"92",2003,"SS0301",3,20030101137,"62-167","CAN","S","S",3,1,"Bering Sea","NBS",2003-10-04 17:00:00,61.9963,-166.9642,NA,NA,NA,NA,NA,NA,2003-10-04 17:30:00,62.0062,-167.0352,0.2192,"km2",30,NA,NA,NA,NA,NA,NA
"93",2003,"SS0301",3,20030101138,"62-167.5","CAN","S","S",3,1,"Bering Sea","NBS",2003-10-04 19:10:00,62.0008,-167.4795,NA,NA,NA,NA,NA,NA,2003-10-04 19:40:00,62.001,-167.5633,0.24,"km2",30,NA,NA,NA,NA,NA,NA
