"X","sample_year","haul_date","cruise_id","event_code","station_id","gear","gear_performance","tow_type","nbs_strata","master_station_name","oceanographic_domain","large_marine_ecosystem","region","eq_latitude","eq_longitude","species_tsn","common_name","scientific_name","lhs_code","salmon_maturity","sex","length","length_type","weight","scale_card_number","scale_card_position","otolith_number","stomach_flag","genetic_number","genetic_flag","fish_number","scale_position_pref_code","gonad_weight","caloric_number","isotope_number","stomach_number","barcode","fat_meter","event_notes","specimen_notes","corrected_lng"
14,2003,"2003-09-09","SS0301",3,20030101072,"CAN","S","S",0,"56.25-164",2,"Bering Sea","SEBS",56.2738,-163.99,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.90558
15,2003,"2003-09-09","SS0301",3,20030101072,"CAN","S","S",0,"56.25-164",2,"Bering Sea","SEBS",56.2738,-163.99,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",85,"TL",NA,NA,NA,NA,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.97913
16,2003,"2003-09-09","SS0301",3,20030101072,"CAN","S","S",0,"56.25-164",2,"Bering Sea","SEBS",56.2738,-163.99,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.33698
17,2003,"2003-09-09","SS0301",3,20030101072,"CAN","S","S",0,"56.25-164",2,"Bering Sea","SEBS",56.2738,-163.99,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",85,"TL",NA,NA,NA,NA,0,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.97913
18,2003,"2003-09-09","SS0301",3,20030101073,"CAN","S","S",0,"56-164",2,"Bering Sea","SEBS",56.0155,-164.0118,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",105,"TL",NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.54773
19,2003,"2003-09-09","SS0301",3,20030101073,"CAN","S","S",0,"56-164",2,"Bering Sea","SEBS",56.0155,-164.0118,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",105,"TL",NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.54773
20,2003,"2003-09-09","SS0301",3,20030101073,"CAN","S","S",0,"56-164",2,"Bering Sea","SEBS",56.0155,-164.0118,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",82,"TL",NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.19384
21,2003,"2003-09-02","SS0301",3,20030101036,"CAN","S","S",0,"57-166",2,"Bering Sea","SEBS",56.9995,-166.0325,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",130,"TL",22,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.75848
22,2003,"2003-09-02","SS0301",3,20030101036,"CAN","S","S",0,"57-166",2,"Bering Sea","SEBS",56.9995,-166.0325,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",105,"TL",12,NA,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.54773
23,2003,"2003-09-02","SS0301",3,20030101036,"CAN","S","S",0,"57-166",2,"Bering Sea","SEBS",56.9995,-166.0325,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",103,"TL",9,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.69087
24,2003,"2003-09-02","SS0301",3,20030101036,"CAN","S","S",0,"57-166",2,"Bering Sea","SEBS",56.9995,-166.0325,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",12,NA,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.90558
25,2003,"2003-09-02","SS0301",3,20030101036,"CAN","S","S",0,"57-166",2,"Bering Sea","SEBS",56.9995,-166.0325,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",108,"TL",11,NA,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.33302
26,2003,"2003-09-02","SS0301",3,20030101036,"CAN","S","S",0,"57-166",2,"Bering Sea","SEBS",56.9995,-166.0325,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",127,"TL",17,NA,NA,NA,0,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.97319
27,2003,"2003-09-02","SS0301",3,20030101036,"CAN","S","S",0,"57-166",2,"Bering Sea","SEBS",56.9995,-166.0325,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",115,"TL",12,NA,NA,NA,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.83203
28,2003,"2003-09-02","SS0301",3,20030101036,"CAN","S","S",0,"57-166",2,"Bering Sea","SEBS",56.9995,-166.0325,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",15,NA,NA,NA,0,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.47418
29,2003,"2003-09-02","SS0301",3,20030101036,"CAN","S","S",0,"57-166",2,"Bering Sea","SEBS",56.9995,-166.0325,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",114,"TL",12,NA,NA,NA,0,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.9036
30,2003,"2003-09-02","SS0301",3,20030101036,"CAN","S","S",0,"57-166",2,"Bering Sea","SEBS",56.9995,-166.0325,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",3,NA,NA,NA,0,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.33698
31,2003,"2003-09-02","SS0301",3,20030101036,"CAN","S","S",0,"57-166",2,"Bering Sea","SEBS",56.9995,-166.0325,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",91,"TL",6,NA,NA,NA,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.54971
32,2003,"2003-09-02","SS0301",3,20030101036,"CAN","S","S",0,"57-166",2,"Bering Sea","SEBS",56.9995,-166.0325,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",15,NA,NA,NA,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.47418
33,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",56,"TL",1,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.05466
34,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",15,NA,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.47418
35,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",78,"TL",4,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.48012
36,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",84,"TL",5,NA,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.0507
37,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",85,"TL",6,NA,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.97913
38,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",95,"TL",7,NA,NA,NA,0,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.26343
39,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",94,"TL",8,NA,NA,NA,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.335
40,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",85,"TL",6,NA,NA,NA,0,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.97913
41,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",93,"TL",8,NA,NA,NA,0,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.40657
42,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",84,"TL",5,NA,NA,NA,0,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.0507
43,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",3,NA,NA,NA,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
44,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",83,"TL",5,NA,NA,NA,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.12227
45,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",96,"TL",7,NA,NA,NA,0,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.19186
46,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",73,"TL",2,NA,NA,NA,0,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.83797
47,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",3,NA,NA,NA,0,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
48,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",76,"TL",3,NA,NA,NA,0,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.62326
49,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",77,"TL",3,NA,NA,NA,0,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.55169
50,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",113,"TL",11,NA,NA,NA,0,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.97517
51,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",86,"TL",5,NA,NA,NA,0,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.90756
52,2003,"2003-09-04","SS0301",3,20030101046,"CAN","S","S",0,"55.75-165",2,"Bering Sea","SEBS",55.737,-164.9998,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",66,"TL",2,NA,NA,NA,0,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.33896
53,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",65,"TL",NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.41053
54,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",65,"TL",NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.41053
55,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",65,"TL",NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.41053
56,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",65,"TL",NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.41053
57,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.05268
58,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.05268
59,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.05268
60,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.05268
61,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.05268
62,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.05268
63,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.05268
64,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
65,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
66,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
67,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
68,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
69,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
70,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
71,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
72,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
73,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
74,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
75,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
76,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
77,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
78,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.69483
79,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.33698
80,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.33698
81,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.33698
82,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.33698
83,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.33698
84,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.33698
85,2003,"2003-09-05","SS0301",3,20030101047,"CAN","S","S",0,"56-165",2,"Bering Sea","SEBS",55.9815,-164.9918,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.33698
