"","sample_year","haul_date","cruise_id","event_code","station_id","gear","gear_performance","tow_type","nbs_strata","master_station_name","oceanographic_domain","large_marine_ecosystem","region","eq_latitude","eq_longitude","event.notes","species_tsn","common_name","scientific_name","lhs_code","salmon_maturity","sex","length","length_type","weight","scale_card_number","scale_card_position","otolith_number","stomach_flag","genetic_number","genetic_flag","notes","fish_number","scale_position_pref_code","gonad_weight","caloric_number","isotope_number","stomach_number","barcode","fat_meter"
"11",2006,"2006-08-27","SS0601",3,20060101041,"CAN","S","S",0,"58.5-171",2,"Bering Sea","SEBS",58.5182,-170.989,"backscatter at 10-30 m and 75-90 m. Saved a frozen sample of greenling for Bruce Wing to identify.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",81,"TL",NA,NA,NA,NA,0,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
"12",2006,"2006-08-27","SS0601",3,20060101041,"CAN","S","S",0,"58.5-171",2,"Bering Sea","SEBS",58.5182,-170.989,"backscatter at 10-30 m and 75-90 m. Saved a frozen sample of greenling for Bruce Wing to identify.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",96,"TL",NA,NA,NA,NA,0,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
"13",2006,"2006-08-27","SS0601",3,20060101041,"CAN","S","S",0,"58.5-171",2,"Bering Sea","SEBS",58.5182,-170.989,"backscatter at 10-30 m and 75-90 m. Saved a frozen sample of greenling for Bruce Wing to identify.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",86,"TL",NA,NA,NA,NA,0,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
"14",2006,"2006-08-27","SS0601",3,20060101041,"CAN","S","S",0,"58.5-171",2,"Bering Sea","SEBS",58.5182,-170.989,"backscatter at 10-30 m and 75-90 m. Saved a frozen sample of greenling for Bruce Wing to identify.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",82,"TL",NA,NA,NA,NA,0,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
"15",2006,"2006-08-27","SS0601",3,20060101041,"CAN","S","S",0,"58.5-171",2,"Bering Sea","SEBS",58.5182,-170.989,"backscatter at 10-30 m and 75-90 m. Saved a frozen sample of greenling for Bruce Wing to identify.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",86,"TL",NA,NA,NA,NA,0,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"16",2006,"2006-08-27","SS0601",3,20060101041,"CAN","S","S",0,"58.5-171",2,"Bering Sea","SEBS",58.5182,-170.989,"backscatter at 10-30 m and 75-90 m. Saved a frozen sample of greenling for Bruce Wing to identify.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA
"17",2006,"2006-08-27","SS0601",3,20060101041,"CAN","S","S",0,"58.5-171",2,"Bering Sea","SEBS",58.5182,-170.989,"backscatter at 10-30 m and 75-90 m. Saved a frozen sample of greenling for Bruce Wing to identify.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",74,"TL",NA,NA,NA,NA,0,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
"18",2006,"2006-08-27","SS0601",3,20060101041,"CAN","S","S",0,"58.5-171",2,"Bering Sea","SEBS",58.5182,-170.989,"backscatter at 10-30 m and 75-90 m. Saved a frozen sample of greenling for Bruce Wing to identify.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",91,"TL",NA,NA,NA,NA,0,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
"19",2006,"2006-08-27","SS0601",3,20060101041,"CAN","S","S",0,"58.5-171",2,"Bering Sea","SEBS",58.5182,-170.989,"backscatter at 10-30 m and 75-90 m. Saved a frozen sample of greenling for Bruce Wing to identify.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",79,"TL",NA,NA,NA,NA,0,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
"20",2006,"2006-08-28","SS0601",3,20060101044,"CAN","S","S",0,"59.5-172",2,"Bering Sea","SEBS",59.4812,-172.0247,"backscatter top 30 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",67,"TL",NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"21",2006,"2006-08-28","SS0601",3,20060101044,"CAN","S","S",0,"59.5-172",2,"Bering Sea","SEBS",59.4812,-172.0247,"backscatter top 30 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",65,"TL",NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"22",2006,"2006-08-28","SS0601",3,20060101044,"CAN","S","S",0,"59.5-172",2,"Bering Sea","SEBS",59.4812,-172.0247,"backscatter top 30 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",63,"TL",NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"23",2006,"2006-08-28","SS0601",3,20060101044,"CAN","S","S",0,"59.5-172",2,"Bering Sea","SEBS",59.4812,-172.0247,"backscatter top 30 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",74,"TL",NA,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"24",2006,"2006-08-28","SS0601",3,20060101045,"CAN","S","S",0,"59-172",2,"Bering Sea","SEBS",59.0157,-171.9603,"backscatter top 30 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",81,"TL",6,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"25",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",82,"TL",NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"26",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",91,"TL",NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"27",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",91,"TL",NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"28",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"29",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",93,"TL",NA,NA,NA,NA,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"30",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",82,"TL",NA,NA,NA,NA,0,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"31",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",83,"TL",NA,NA,NA,NA,0,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"32",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",88,"TL",NA,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"33",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",83,"TL",NA,NA,NA,NA,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"34",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",87,"TL",NA,NA,NA,NA,0,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"35",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",92,"TL",NA,NA,NA,NA,0,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
"36",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",95,"TL",NA,NA,NA,NA,0,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
"37",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",99,"TL",NA,NA,NA,NA,0,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
"38",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",94,"TL",NA,NA,NA,NA,0,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
"39",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",87,"TL",NA,NA,NA,NA,0,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"40",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",82,"TL",NA,NA,NA,NA,0,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA
"41",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",96,"TL",NA,NA,NA,NA,0,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
"42",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",82,"TL",NA,NA,NA,NA,0,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
"43",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",96,"TL",NA,NA,NA,NA,0,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
"44",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",88,"TL",NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
"45",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",81,"TL",NA,NA,NA,NA,0,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
"46",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",73,"TL",NA,NA,NA,NA,0,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
"47",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",88,"TL",NA,NA,NA,NA,0,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
"48",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",87,"TL",NA,NA,NA,NA,0,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA
"49",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA
"50",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",82,"TL",NA,NA,NA,NA,0,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA
"51",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",73,"TL",NA,NA,NA,NA,0,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
"52",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",106,"TL",NA,NA,NA,NA,0,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
"53",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",81,"TL",NA,NA,NA,NA,0,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
"54",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",84,"TL",NA,NA,NA,NA,0,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA
"55",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",82,"TL",NA,NA,NA,NA,0,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA
"56",2006,"2006-08-29","SS0601",3,20060101046,"CAN","S","S",0,"58.5-172",2,"Bering Sea","SEBS",58.5152,-171.9585,"backscater schools top 35 m",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",84,"TL",NA,NA,NA,NA,0,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
"57",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",73,"TL",NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"58",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",85,"TL",NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"59",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",86,"TL",NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"60",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",92,"TL",NA,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"61",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",88,"TL",NA,NA,NA,NA,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"62",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",82,"TL",NA,NA,NA,NA,0,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"63",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",93,"TL",NA,NA,NA,NA,0,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"64",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",87,"TL",NA,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"65",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",85,"TL",NA,NA,NA,NA,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"66",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",72,"TL",NA,NA,NA,NA,0,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"67",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",73,"TL",NA,NA,NA,NA,0,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
"68",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",85,"TL",NA,NA,NA,NA,0,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
"69",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",74,"TL",NA,NA,NA,NA,0,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
"70",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",97,"TL",NA,NA,NA,NA,0,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
"71",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",81,"TL",NA,NA,NA,NA,0,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"72",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",75,"TL",NA,NA,NA,NA,0,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA
"73",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",82,"TL",NA,NA,NA,NA,0,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
"74",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",87,"TL",NA,NA,NA,NA,0,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
"75",2006,"2006-08-29","SS0601",3,20060101047,"CAN","S","S",0,"58-172",2,"Bering Sea","SEBS",58.0063,-171.971,"fish schools 10-20 m and smaller scatter at greater depths, 1 Hormathidae 80g.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",82,"TL",NA,NA,NA,NA,0,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
